FybrrLink Path BW,FybrrLink Path latency,FFybrrLink Path PLR,FybrrLink Hops Count,FybrrLink Execution Time,FybrrLink AVG CD,Plane Dijkstra Path BW,Plane Dijkstra Path latency,Plane Dijkstra Path PLR, Plane Dijkstra Hops Count, Plane Dijkstr Execution Time (in ms),Plane Dijkstra AVG CD,SDRA Path BW,SDRA latency,SDRA PLR,SDRA Hops Count,SDRA Execution Time,SDRA avg CD,Sway Path BW,Sway latency,Sway PLR,Sway Hops Count,Sway Execution Time,Sway avg CD
698,20.8358,0.00309766,2,19,0.723719,733,55.0551,0.00309752,3,46,0.726166,190,22.9651,0.00289732,3,568,0.738853,128,20.8358,0.00309766,2,1466,0.719335
671,21.2781,0.00289764,3,19,0.723741,513,110.766,0.00558845,6,151,0.726198,682,21.2781,0.00289764,3,320,0.738898,117,46.5039,0.00598551,6,25263,0.71935
646,28.3708,0.0034959,4,19,0.723816,255,147.689,0.00678143,8,207,0.726335,657,28.3708,0.0034959,4,322,0.739012,92,79.2696,0.00768229,7,26199,0.719524
197,70.0134,0.00359563,4,20,0.724022,447,70.8105,0.00548896,4,93,0.726715,435,72.9398,0.00518988,5,2032,0.739321,850,70.8105,0.00538946,4,3900,0.7198
161,90.1735,0.00608579,5,19,0.724146,175,90.1735,0.00608579,5,128,0.726839,399,97.5916,0.00628399,7,65948,0.739551,479,91.4035,0.00519006,5,2129,0.71993
523,110.46,0.00528904,6,22,0.724492,712,92.5509,0.00548921,5,121,0.727185,0,0,0,0,0,0.740272,628,110.46,0.00828904,6,3461,0.720218
81,114.495,0.0069734,7,16,0.72548,644,126.522,0.0044924,7,197,0.727941,45,128.32,0.00817136,9,740656,0.740272,413,58.0835,0.00209839,5,2345,0.720218
866,112.691,0.00657611,7,74,0.725528,637,89.5998,0.00459216,5,130,0.727989,37,125.617,0.00797295,8,15064,0.740364,824,55.3806,0.00189877,4,2027,0.720271
588,37.4959,0.00259856,2,11,0.725528,423,37.4959,0.00259856,2,24,0.728129,58,40.5243,0.00439301,4,1268,0.740692,536,37.4959,0.00259856,2,1819,0.720439
488,54.2579,0.00319713,3,11,0.725595,390,55.0551,0.00379544,3,43,0.728197,80,58.0835,0.00509039,5,5160,0.740861,585,53.0278,0.00289785,3,1686,0.720439
555,72.9645,0.00479173,4,13,0.725666,365,72.9645,0.00479173,4,78,0.728267,55,81.0486,0.00896565,8,2189128,0.741018,503,72.9645,0.00479173,4,2304,0.720469
218,33.4315,0.0028977,3,11,0.725804,95,90.1735,0.00608571,5,139,0.728405,394,33.4315,0.0028977,3,499,0.741399,575,31.7446,0.00299731,3,1613,0.720469
138,28.1426,0.00119989,2,12,0.726025,627,88.9434,0.00489095,5,126,0.728753,0,0,0,0,0,0.74173,706,26.4557,0.00339712,2,1243,0.720807
601,37.4959,0.0032973,2,10,0.726083,594,71.3842,0.00339604,4,77,0.728897,314,46.601,0.00409413,4,1120,0.74173,777,37.4959,0.0032973,2,1160,0.720854
73,54.2579,0.0030973,3,11,0.726104,664,53.0278,0.00139939,3,53,0.728936,303,64.1602,0.00568758,5,4516,0.741788,766,54.2579,0.0030973,3,2376,0.720854
105,36.9222,0.00389532,3,13,0.726194,220,36.9222,0.00389532,3,120,0.729026,0,0,0,0,0,0.742004,673,33.5483,0.00439372,3,2959,0.720894
585,35.1184,0.00529023,4,13,0.726261,631,129.25,0.00568652,7,189,0.729095,872,35.1184,0.00529023,4,203,0.742004,872,35.1184,0.00529023,4,15500,0.720966
153,87.1251,0.00906578,7,16,0.726302,203,109.536,0.00638358,6,162,0.729168,609,78.3457,0.00648285,7,200680,0.742066,405,108.306,0.00757709,6,27011,0.721028
89,73.9558,0.00886723,7,16,0.726505,170,128.899,0.00817209,7,191,0.729344,547,63.4894,0.00787502,7,198681,0.742366,405,63.4894,0.00787502,7,2655,0.721147
577,81.8362,0.00747734,6,80,0.726729,278,107.159,0.00449272,6,180,0.729569,179,77.3295,0.00389475,5,1553,0.742707,647,110.436,0.00995847,7,24413,0.721489
120,71.2528,0.00678188,6,15,0.727639,108,128.326,0.00966068,7,202,0.73043,576,60.7865,0.0057869,6,31379,0.743765,369,60.7865,0.0057869,6,2591,0.722549
561,95.9049,0.00797313,8,92,0.727832,134,91.9772,0.00489092,5,137,0.730655,209,95.9049,0.010652,8,1200058,0.744048,544,89.95,0.00567659,5,2336,0.722833
445,128.894,0.00747614,9,95,0.728059,72,54.4814,0.00279811,3,51,0.730804,179,135.413,0.00965914,9,14199,0.74439,511,54.4814,0.00479251,3,1861,0.722912
187,88.9434,0.00319601,5,14,0.729364,195,90.1735,0.00469202,5,128,0.731153,547,93.2019,0.00449196,7,66115,0.746567,791,93.2019,0.00429282,7,4238,0.723321
162,72.0406,0.00179881,4,12,0.729471,289,70.8105,0.00219821,4,95,0.731258,522,72.9398,0.00279701,5,1878,0.746787,934,70.0134,0.00389476,4,6925,0.723541
358,8.10887,0.0017994,3,11,0.729546,101,109.536,0.00727804,6,161,0.73133,471,8.10887,0.0017994,3,257,0.746925,333,8.10887,0.0017994,3,1779,0.72362
140,106.503,0.00359473,6,14,0.72964,170,107.733,0.00509014,6,180,0.731506,500,110.761,0.00489016,8,217522,0.747066,714,75.6427,0.00638452,6,1867,0.723761
325,113.464,0.00946121,9,123,0.729681,68,74.418,0.00469186,4,72,0.731546,176,113.464,0.0108499,9,7569635,0.747147,372,74.418,0.0061859,4,1575,0.723822
801,132.156,0.0115404,11,150,0.730987,192,128.243,0.00688031,7,192,0.732076,0,0,0,0,0,0.749109,192,94.1258,0.0047912,7,25059,0.724027
594,30.0578,0.00489137,4,12,0.73394,604,128.326,0.00767587,7,179,0.733849,759,25.6681,0.00439324,4,878,0.749109,688,25.6681,0.00439324,4,1644,0.725666
463,74.1946,0.00389531,4,11,0.733982,487,145.229,0.0102542,8,221,0.733917,268,81.0486,0.00459138,8,2160729,0.749172,399,74.1946,0.00389531,4,2003,0.725729
1255,17.3358,0.0008,1,9,0.734616,1255,17.3358,0.0018,1,21,0.735126,573,20.2622,0.00059992,2,287,0.750967,1255,17.3358,0.0008,1,1074,0.725729
517,10.8118,0.00379481,4,31,0.734669,831,131.277,0.00747657,7,183,0.735179,9,10.8118,0.00379481,4,257,0.751119,40,10.8118,0.00379481,4,1728,0.725729
624,44.2432,0.00568757,6,15,0.734766,760,148.262,0.00836974,8,213,0.735346,275,31.074,0.00419343,6,3035,0.751241,477,31.074,0.00419343,6,2226,0.725873
548,100.294,0.00975909,9,281,0.735052,162,108.88,0.00588627,6,151,0.735721,453,95.2338,0.0078729,9,7117299,0.751674,229,111.009,0.00369467,7,22165,0.726306
275,105.132,0.0033957,6,16,0.735052,296,107.159,0.00499098,6,172,0.736137,47,112.448,0.00658219,7,7608,0.752636,236,72.9398,0.00528967,5,2275,0.72671
378,38.8373,0.00329641,4,75,0.735904,290,124.635,0.00648285,7,208,0.73699,270,40.5242,0.00319683,4,898,0.753956,495,38.8373,0.00329641,4,2039,0.727797
531,81.0486,0.00856893,8,202,0.737038,555,110.11,0.0077757,6,160,0.738797,223,81.0486,0.00856893,8,2136579,0.755589,425,81.0486,0.00856893,8,3743,0.729498
293,92.3275,0.00489142,5,15,0.737194,693,148.262,0.0102551,8,203,0.738921,0,0,0,0,0,0.755822,130,101.311,0.00988519,9,12265,0.729731
439,5.40591,0.00269818,2,9,0.73731,176,72.6143,0.00329679,4,76,0.739101,511,5.40591,0.00269818,2,283,0.755822,655,5.40591,0.00269818,2,2280,0.730063
84,8.10887,0.00429396,3,11,0.737645,329,81.3939,0.00419379,5,166,0.739684,-209,8.10887,0.00429396,3,354,0.756323,637,40.3009,0.00359556,4,2638,0.730564
53,53.6936,0.0070803,5,14,0.737667,400,144.655,0.010057,8,217,0.73972,231,56.3965,0.00598613,5,4139,0.756342,474,56.3965,0.00598613,5,2431,0.730596
42,40.641,0.00359517,4,15,0.737715,317,130.129,0.00767645,7,185,0.739797,0,0,0,0,0,0.756416,514,40.641,0.00359517,4,1734,0.730669
352,22.9651,0.00299707,3,11,0.73781,292,90.1735,0.00817371,5,126,0.739951,387,22.9651,0.00299707,3,477,0.756416,403,22.9651,0.00409474,3,2844,0.730773
105,73.1879,0.00359575,4,13,0.738636,150,73.1879,0.00359575,4,67,0.741228,87,78.3457,0.0074768,7,199255,0.757655,467,73.1879,0.00359575,4,4852,0.731991
583,35.6921,0.00209892,2,10,0.738771,668,36.9222,0.00349694,2,24,0.741362,513,37.8214,0.00249822,3,472,0.75798,788,36.9222,0.00349694,2,1461,0.732034
69,35.6921,0.00099979,2,10,0.738813,114,35.6921,0.00099979,2,24,0.741406,23,37.8214,0.00109969,3,461,0.758076,708,36.9222,0.00269838,2,1181,0.732064
558,63.9515,0.00419407,4,15,0.738901,82,126.439,0.00727842,7,172,0.741494,35,72.2689,0.00568705,7,198624,0.758239,149,59.5618,0.00269786,4,1549,0.732127
268,54.2579,0.00319713,3,11,0.739126,285,55.0551,0.00379544,3,49,0.741853,621,64.1602,0.00847126,5,5847,0.758762,390,53.0278,0.00289785,3,1891,0.732213
609,45.8186,0.00329704,3,13,0.739354,411,142.195,0.00995718,8,211,0.74208,199,58.0834,0.0034953,5,4350,0.759265,89,45.8186,0.00249836,3,1576,0.732309
580,58.6572,0.00578727,5,57,0.739417,353,100.183,0.00558797,6,192,0.742232,177,38.8373,0.00289697,4,1057,0.759411,302,38.8373,0.00289697,4,2113,0.732341
492,47.617,0.00528912,5,14,0.739417,540,144.655,0.0076755,8,215,0.743819,576,56.3965,0.00509023,5,5178,0.760889,652,43.2273,0.00359519,5,8349,0.733994
532,107.509,0.00638449,6,90,0.73978,119,107.076,0.00339535,6,165,0.744389,184,119.541,0.0065823,9,7567502,0.761424,576,108.306,0.00678195,6,19767,0.734535
565,94.2426,0.00747677,7,24,0.73978,785,58.0889,0.00349608,3,40,0.74525,0,0,0,0,0,0.763353,103,81.0734,0.00668164,7,2551,0.735148
407,80.6061,0.00618468,6,77,0.739835,53,107.159,0.0059863,6,183,0.745272,-123,77.3295,0.00439323,5,2722,0.763353,564,72.9398,0.0046918,5,3228,0.735182
791,53.825,0.00319716,3,12,0.740247,754,53.825,0.00319716,3,55,0.745652,958,58.0835,0.00459264,5,5679,0.763675,299,53.0278,0.0032965,3,2115,0.735681
352,27.3548,0.00239815,3,11,0.740316,126,90.1735,0.00528998,5,124,0.745721,352,22.9651,0.00279761,3,432,0.763833,505,22.9651,0.00279761,3,2188,0.735711
76,40.1988,0.00269818,3,13,0.740481,81,106.279,0.00668198,6,156,0.745986,-217,47.617,0.00618551,5,6052,0.764075,195,44.5885,0.00369584,3,1868,0.735953
572,38.8373,0.00499073,4,70,0.740546,62,124.635,0.00787357,7,190,0.746101,684,38.8373,0.00499073,4,694,0.764166,754,58.6572,0.00359519,5,1635,0.735988
40,73.9558,0.00767511,7,15,0.741643,453,127.669,0.00936326,7,178,0.74772,384,76.6586,0.00847006,7,192028,0.765812,15,63.4894,0.00727747,7,2246,0.737584
423,72.9645,0.00329636,4,12,0.741693,59,106.853,0.00668198,6,170,0.747771,98,81.0486,0.00757675,8,2149028,0.765886,321,72.9645,0.00329636,4,2497,0.737661
269,62.9405,0.0045918,6,21,0.741886,643,112.57,0.00698115,6,155,0.748046,46,68.8953,0.00966028,9,7172338,0.766436,269,62.9405,0.0065918,6,2700,0.737661
363,72.3908,0.00459261,4,11,0.741932,721,71.1607,0.00638469,4,127,0.748089,38,78.3457,0.00737822,7,199503,0.766534,940,71.1607,0.00638469,4,4705,0.737695
498,53.2513,0.00289724,3,9,0.741962,635,54.4814,0.00429414,3,69,0.748119,406,55.3806,0.00329622,4,840,0.766608,763,54.4814,0.00429414,3,1338,0.737705
637,17.3358,0.0014,1,8,0.742111,565,17.3358,0.0014,1,35,0.748272,333,20.2622,0.00249844,2,278,0.76691,585,17.3358,0.0014,1,1309,0.737849
483,92.3275,0.00668258,5,14,0.742185,85,99.3033,0.00767583,6,271,0.748345,0,0,0,0,0,0.767135,431,92.3275,0.00668258,5,1811,0.737849
639,94.8887,0.00638376,6,14,0.742292,546,89.5998,0.00648405,5,127,0.74847,253,90.499,0.00747792,6,3076,0.767135,664,87.5726,0.00708008,5,1764,0.737849
718,2.70296,0.0012,1,9,0.742471,990,35.6921,0.00159961,2,33,0.74862,19,2.70296,0.0012,1,172,0.767409,718,2.70296,0.0012,1,1321,0.738022
261,106.371,0.0113439,8,17,0.742497,510,89.95,0.0055881,5,119,0.748664,217,95.9049,0.0102543,8,1196181,0.767438,-108,90.8492,0.00668219,6,24495,0.738061
44,108.306,0.00827214,6,15,0.743673,63,108.306,0.00618551,6,172,0.749429,292,117.854,0.00866791,9,7161147,0.769242,66,78.3457,0.00748304,7,2087,0.738907
534,55.3806,0.00239791,4,68,0.743716,334,88.3697,0.00618475,5,140,0.749472,207,59.7703,0.00509035,4,748,0.769334,368,59.7703,0.00289711,4,1869,0.73898
233,61.4572,0.00509059,4,13,0.7438,309,88.3697,0.00618475,5,140,0.749576,182,59.7703,0.00509035,4,792,0.76946,343,59.7703,0.00289711,4,1758,0.739106
459,37.1505,0.00409394,5,14,0.744003,175,110.46,0.00916523,6,160,0.749825,-123,45.93,0.00499049,5,1427,0.769762,97,67.4323,0.00758329,7,21237,0.73941
437,37.1505,0.00409394,5,13,0.744107,153,110.46,0.00916523,6,164,0.749948,-145,45.93,0.00499049,5,1701,0.769853,75,67.4323,0.00758329,7,19901,0.739566
451,76.6586,0.0104528,9,169,0.744277,352,128.899,0.00827215,7,223,0.750149,-30,86.1091,0.00807259,8,214178,0.770003,202,146.809,0.0113446,8,26948,0.739821
291,106.848,0.0118373,10,93,0.744928,272,109.536,0.00807376,6,168,0.750638,-181,67.208,0.00777394,8,15615,0.770753,659,56.3965,0.0060858,5,2559,0.740014
32,84.4222,0.00538843,6,13,0.745677,460,108.963,0.00658285,6,187,0.751055,122,75.6427,0.00578675,6,19312,0.771416,446,75.6427,0.00578675,6,7571,0.740536
173,99.2786,0.00807264,7,15,0.745805,435,91.4035,0.00548889,5,127,0.751187,97,93.2019,0.0079733,7,64404,0.771609,549,90.1735,0.00866979,5,1761,0.740729
332,104.801,0.00926293,8,178,0.746119,314,91.9772,0.00678235,5,149,0.751421,45,109.074,0.00916383,8,1187572,0.772073,633,91.9772,0.00708074,5,1778,0.740916
669,14.1854,0.00059995,2,11,0.746195,542,73.8443,0.00538917,4,101,0.751471,669,14.1854,0.00059995,2,164,0.772186,669,14.1854,0.00059995,2,2844,0.740943
711,26.4557,0.00179935,2,12,0.746256,509,56.2851,0.00399476,3,62,0.751582,0,0,0,0,0,0.772277,711,26.4557,0.00179935,2,1548,0.741034
587,89.5998,0.00469181,5,116,0.746372,207,88.3697,0.00568786,5,180,0.751736,-163,94.8887,0.00658253,6,3029,0.772277,783,89.5998,0.00469181,5,1910,0.741115
183,67.7869,0.00518994,5,19,0.746478,449,114.374,0.00747688,6,161,0.751842,284,74.9718,0.00688075,8,1188572,0.772427,95,59.0075,0.00568791,5,2277,0.741235
321,20.8358,0.00309766,2,12,0.746642,503,55.0551,0.00309752,3,49,0.752019,572,31.7446,0.00189914,3,405,0.772782,759,25.2256,0.0032974,2,4861,0.741327
583,21.2781,0.00289764,3,11,0.746663,66,110.766,0.00558845,6,151,0.752051,561,21.2781,0.00289764,3,230,0.772828,437,73.29,0.00548832,5,11182,0.741343
558,28.3708,0.0034959,4,13,0.746739,409,145.229,0.00886659,8,219,0.752188,536,28.3708,0.0034959,4,306,0.772941,412,48.1907,0.00608579,5,17837,0.741441
327,70.8105,0.00538946,4,72,0.746945,208,70.8105,0.00548896,4,93,0.752561,-203,77.3295,0.00698084,5,1492,0.77325,752,70.8105,0.00538946,4,3091,0.741726
291,90.1735,0.00678191,5,82,0.74707,55,125.642,0.00747775,7,204,0.752685,-29,101.981,0.00727814,7,62290,0.773432,380,90.1735,0.00498634,5,3280,0.741855
155,140.95,0.00886618,10,186,0.747423,357,54.4814,0.00479251,3,48,0.753171,-109,125.617,0.00568703,8,14668,0.773971,632,53.2513,0.00179953,3,4470,0.742144
132,88.9434,0.00319601,5,14,0.747423,325,88.1462,0.00717946,5,141,0.753615,132,93.2019,0.00449196,7,62052,0.77504,496,93.2019,0.00429282,7,4694,0.742552
107,72.0406,0.00179881,4,13,0.747529,249,106.279,0.00817228,6,198,0.753726,275,72.9398,0.00279701,5,1485,0.775261,862,70.0134,0.00389476,4,7113,0.742773
155,8.10887,0.0017994,3,16,0.747605,586,108.306,0.00757635,6,201,0.753845,-140,8.10887,0.0017994,3,276,0.775399,39,8.10887,0.0017994,3,1860,0.742852
85,106.503,0.00359473,6,15,0.747699,278,105.705,0.00757659,6,191,0.754014,107,110.761,0.00489016,8,210199,0.775487,706,75.6427,0.00638452,6,1893,0.742993
122,113.464,0.0115416,10,278,0.747739,304,73.1879,0.00519072,4,73,0.754056,-173,113.464,0.0116418,9,7529488,0.775568,639,74.418,0.00469186,4,2704,0.743054
572,110.09,0.0110451,12,356,0.747739,340,127.446,0.00737733,7,220,0.754691,0,0,0,0,0,0.777248,-278,94.1258,0.0047912,7,25076,0.743258
506,30.0578,0.00489137,4,18,0.747739,415,128.326,0.00767587,7,191,0.756586,578,25.6681,0.00439324,4,913,0.777248,644,25.6681,0.00439324,4,1829,0.744896
188,74.1946,0.00389531,4,17,0.747781,69,141.971,0.00946218,8,228,0.756654,249,94.2178,0.0132231,8,2173121,0.777311,594,75.0938,0.00578733,5,3147,0.74496
1173,17.3358,0.0008,1,13,0.748415,1173,17.3358,0.0008,1,24,0.757753,99,20.2622,0.00059992,2,274,0.779074,1173,17.3358,0.0008,1,1094,0.745392
284,10.8118,0.00379481,4,15,0.748468,729,131.277,0.00747657,7,190,0.757806,-16,10.8118,0.00379481,4,242,0.779226,360,43.0038,0.00379451,5,4986,0.745392
239,44.2432,0.00568757,6,22,0.748565,341,148.262,0.00836974,8,222,0.757973,79,44.2432,0.00568757,6,3057,0.779336,62,31.074,0.00419343,6,2386,0.745529
401,82.7353,0.00926392,8,18,0.748851,40,145.579,0.00995715,8,221,0.758349,-261,77.6746,0.00757518,8,215597,0.779766,593,92.5509,0.0051899,5,2030,0.745962
211,113.595,0.00688062,7,177,0.749437,278,105.929,0.0071791,6,206,0.758889,-279,112.448,0.00409357,7,7534,0.780517,179,77.3295,0.00468763,5,10973,0.746058
187,56.3965,0.00658274,5,212,0.749437,187,144.655,0.00777506,8,364,0.759725,27,56.3965,0.0043928,5,4857,0.781444,369,76.2164,0.00518944,6,2101,0.74712
121,8.7796,0.0016,1,15,0.749437,849,8.7796,0.0016,1,60,0.761734,129,8.7796,0.0016,1,300,0.782472,129,8.7796,0.0016,1,1137,0.749078
355,37.4959,0.0008998,2,13,0.749437,462,70.587,0.00538958,4,124,0.761735,-18,46.601,0.00479178,4,1914,0.782472,261,37.4959,0.0008998,2,1458,0.749078
54,40.1988,0.00269818,3,18,0.749437,108,106.279,0.00856969,6,289,0.761735,-239,49.3039,0.00658315,5,6018,0.782472,173,44.5885,0.00369584,3,1802,0.749078
80,26.3388,0.00349608,3,35,0.749437,771,26.3388,0.00349608,3,221,0.761735,-110,26.3388,0.00349608,3,195,0.782472,129,26.3388,0.00349608,3,1596,0.749078
557,17.3358,0.0004,1,11,0.749437,947,17.3358,0.0004,1,30,0.761735,176,20.2622,0.00199936,2,207,0.782472,807,17.3358,0.0004,1,1179,0.749078
760,22.9651,0.0017992,3,13,0.749437,841,90.1735,0.00658299,5,137,0.761735,39,22.9651,0.00199932,3,429,0.782472,690,22.9651,0.00379544,3,1389,0.749078
7,54.2579,0.0030973,3,12,0.749437,479,88.1462,0.00349597,5,144,0.761735,-449,58.0835,0.00309685,5,5076,0.782472,554,55.0551,0.00489202,3,1750,0.749078
7,71.8171,0.00359575,4,14,0.749437,315,141.971,0.0112459,8,244,0.761735,-341,84.4222,0.00688074,6,18427,0.782472,67,73.8443,0.00659281,4,1843,0.749078
7,108.516,0.00628453,6,17,0.749437,816,143.201,0.00836996,8,227,0.761735,0,0,0,0,0,0.782472,7,81.0486,0.00896506,8,2001,0.749078
121,8.7796,0.0016,1,9,0.749437,849,8.7796,0.0016,1,33,0.761735,129,8.7796,0.0016,1,287,0.782472,129,8.7796,0.0016,1,1195,0.749078
355,37.4959,0.0008998,2,13,0.749437,462,70.587,0.00538958,4,113,0.761735,-18,46.601,0.00479178,4,1479,0.782472,261,37.4959,0.0008998,2,1499,0.749078
54,40.1988,0.00269818,3,33,0.749437,108,106.279,0.00856969,6,176,0.761735,-239,49.3039,0.00658315,5,5646,0.782472,173,44.5885,0.00369584,3,1872,0.749078
80,26.3388,0.00349608,3,14,0.749437,771,26.3388,0.00349608,3,192,0.761735,-110,26.3388,0.00349608,3,377,0.782472,129,26.3388,0.00349608,3,1654,0.749078
7,73.9558,0.00767511,7,20,0.749437,134,125.642,0.00916497,7,209,0.761735,-1,63.4894,0.00588561,7,192886,0.782472,7,63.4894,0.00727747,7,2082,0.749078
54,45.6047,0.0051899,5,24,0.749437,575,130.703,0.0091652,7,181,0.761735,-341,72.2688,0.00777441,7,65016,0.782472,2,58.7739,0.0046876,5,3218,0.749078
91,62.9405,0.0045918,6,29,0.749437,575,112.57,0.00698115,6,139,0.761735,-343,74.972,0.00688012,9,7153654,0.782472,261,62.9405,0.0045918,6,2988,0.749078
355,72.3908,0.00459261,4,17,0.749437,380,71.1607,0.00638469,4,86,0.761735,129,88.812,0.00737792,7,191379,0.782472,698,83.0856,0.00906669,7,2319,0.749078
438,53.2513,0.00289724,3,16,0.749437,575,54.4814,0.00429414,3,46,0.761735,173,55.3806,0.00329622,4,874,0.782474,703,54.4814,0.00429414,3,1355,0.749078
533,2.70296,0.0012,1,11,0.749437,965,35.6921,0.00159961,2,32,0.761735,-6,2.70296,0.0012,1,216,0.782474,693,2.70296,0.0012,1,1299,0.749078
461,92.3275,0.00668258,5,19,0.749437,390,162.564,0.0101553,9,250,0.761735,0,0,0,0,0,0.782474,409,92.3275,0.00468258,5,1856,0.749078
603,94.8887,0.00638376,6,22,0.749437,1064,88.3697,0.00757737,5,133,0.761735,47,90.499,0.00747792,6,2873,0.782474,558,87.5726,0.00508008,5,1728,0.749078
603,77.3295,0.00518999,5,20,0.749437,936,107.159,0.00737819,6,162,0.761735,758,72.9398,0.00558785,5,1727,0.782474,191,72.9398,0.00458785,5,2033,0.749078
91,106.371,0.0113439,8,29,0.749437,656,127.096,0.00767615,7,166,0.761737,47,95.9049,0.0102543,8,1202693,0.782474,-578,90.8492,0.00668219,6,24351,0.749078
36,108.306,0.00827214,6,28,0.749437,228,108.306,0.00827214,6,158,0.761737,224,117.854,0.00866791,9,7108111,0.782474,6,78.3457,0.00648304,7,2151,0.749078
557,17.3358,0.0004,1,14,0.749437,947,17.3358,0.0004,1,31,0.761737,176,20.2622,0.00199936,2,307,0.782474,807,17.3358,0.0004,1,1196,0.749078
760,22.9651,0.0017992,3,20,0.749445,841,90.1735,0.00658299,5,116,0.761745,39,22.9651,0.00199932,3,449,0.782496,690,22.9651,0.00379544,3,1360,0.749078
535,55.0551,0.00489202,3,63,0.749507,479,88.1462,0.00349597,5,114,0.761845,-449,58.0835,0.00309685,5,4341,0.782583,554,55.0551,0.00489202,3,1753,0.74917
211,72.6143,0.00618562,4,127,0.749649,315,141.971,0.0112459,8,205,0.762076,-341,84.4222,0.00688074,6,18179,0.782791,300,72.6143,0.00538958,4,3144,0.749232
549,108.083,0.00678145,6,237,0.749718,745,143.201,0.00836996,8,201,0.762212,0,0,0,0,0,0.782882,162,113.241,0.00518882,9,25769,0.749278
121,8.7796,0.0016,1,22,0.749915,849,8.7796,0.0016,1,27,0.76247,129,8.7796,0.0016,1,240,0.782882,129,8.7796,0.0016,1,1124,0.749643
355,37.4959,0.0008998,2,17,0.749974,462,70.587,0.00538958,4,81,0.762529,-18,46.601,0.00479178,4,1187,0.782971,261,37.4959,0.0008998,2,1463,0.749732
54,40.1988,0.00269818,3,25,0.750304,108,106.279,0.00856969,6,153,0.763149,-239,43.2273,0.00668281,5,6034,0.783466,91,44.5885,0.00369584,3,2084,0.749732
201,63.4894,0.0069801,7,131,0.750369,134,125.642,0.00916497,7,186,0.763266,-41,63.4894,0.00727747,7,200470,0.783519,10,63.4894,0.0069801,7,3381,0.749767
590,0,0.0041652,6,271,0.750419,575,130.703,0.0091652,7,162,0.763318,-110,77.3295,0.00926363,7,62427,0.783585,6,93.1003,0.0120367,9,24995,0.749842
91,62.9405,0.0045918,6,36,0.750419,523,112.57,0.00698115,6,127,0.763649,-343,68.8953,0.00966028,9,7229308,0.783896,69,62.9405,0.0045918,6,2589,0.750428
155,72.3908,0.00459261,4,26,0.750465,262,71.1607,0.00638469,4,76,0.763692,4,82.7354,0.0101567,7,197107,0.783981,646,83.0856,0.00906669,7,1979,0.750463
438,53.2513,0.00289724,3,22,0.750495,515,54.4814,0.00429414,3,41,0.763722,165,55.3806,0.00329622,4,1051,0.784049,61,52.4542,0.00249822,3,2506,0.750517
557,17.3358,0.0014,1,16,0.750644,427,17.3358,0.0014,1,21,0.763875,39,20.2622,0.00249844,2,328,0.784351,453,17.3358,0.0014,1,1091,0.750661
461,92.3275,0.00668258,5,22,0.750718,371,162.564,0.0101553,9,222,0.763948,0,0,0,0,0,0.78451,409,92.3275,0.00668258,5,1739,0.750661
603,94.8887,0.00638376,6,21,0.750825,1012,88.3697,0.00757737,5,133,0.764126,380,90.499,0.00678115,6,3004,0.78451,558,87.5726,0.00708008,5,1912,0.750661
533,2.70296,0.0012,1,14,0.751004,950,35.6921,0.00159961,2,29,0.764279,-6,2.70296,0.0012,1,186,0.784779,693,2.70296,0.0012,1,1617,0.750834
492,113.581,0.00797273,9,159,0.75103,656,127.096,0.00767615,7,165,0.764323,74,100.295,0.00936227,8,1216501,0.784779,-578,90.8492,0.00768219,6,24086,0.750873
36,108.306,0.00827214,6,19,0.752401,228,108.306,0.00827214,6,146,0.765353,218,117.854,0.00866791,9,7610406,0.786305,387,109.536,0.00778156,6,3462,0.75172
667,59.7703,0.00509035,4,145,0.752444,227,88.3697,0.00618475,5,124,0.765396,-4,59.7703,0.00509035,4,823,0.786398,283,59.7703,0.00989711,4,1771,0.751748
61,61.4572,0.00509059,4,17,0.752444,202,88.3697,0.00618475,5,124,0.7655,-29,59.7703,0.00509035,4,903,0.786494,258,59.7703,0.00989711,4,1784,0.751875
122,25.4446,0.00249892,4,16,0.752647,86,124.412,0.00886682,7,206,0.765748,-351,28.371,0.00409488,5,1677,0.786707,-46,63.8397,0.00767681,7,23697,0.752178
321,135.087,0.00807306,8,237,0.752735,192,128.899,0.00827215,7,182,0.765886,-360,68.8951,0.00777469,8,214937,0.786825,122,146.809,0.0113446,8,27488,0.752295
420,78.2485,0.0114418,10,202,0.753326,112,109.536,0.00807376,6,143,0.766375,-290,45.2594,0.00956056,8,14512,0.787343,579,56.3965,0.0060858,5,2091,0.752487
667,84.5392,0.00578675,6,140,0.753326,383,108.963,0.00658285,6,144,0.766791,-198,75.6427,0.00429276,6,18929,0.787683,673,106.936,0.00718519,6,18781,0.753009
642,93.2019,0.0079733,7,187,0.753455,358,91.4035,0.00548889,5,99,0.766923,-223,93.2019,0.00648259,7,66509,0.787812,439,90.1735,0.00866979,5,2016,0.75313
285,104.801,0.00926293,8,243,0.753764,306,91.9772,0.00708074,5,95,0.767157,-89,95.9049,0.00906427,8,1175187,0.788141,490,91.9772,0.00708074,5,1753,0.753317
636,14.1854,0.00059995,2,22,0.753839,416,73.8443,0.00538917,4,72,0.767209,636,14.1854,0.00059995,2,270,0.788215,636,14.1854,0.00059995,2,2954,0.753344
